"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","nr.employed","y"
"34169",48,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",4,999,1,"failure",92.893,-46.2,5099.1,"no"
"34067",29,"services","single","basic.6y","no","yes","yes","cellular","may","wed",5,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"34007",40,"technician","married","basic.6y","no","yes","no","cellular","may","wed",5,999,1,"failure",92.893,-46.2,5099.1,"no"
"24893",36,"admin.","married","high.school","no","no","no","cellular","nov","tue",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"1512",40,"services","married","basic.9y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"20426",51,"entrepreneur","married","basic.4y","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"31475",31,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"603",47,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"32651",36,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"16089",46,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"27261",50,"technician","married","university.degree","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"29272",43,"blue-collar","married","basic.6y","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"32022",43,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"25890",43,"admin.","divorced","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"yes"
"24100",57,"admin.","divorced","university.degree","no","no","no","telephone","nov","tue",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"4203",34,"services","married","high.school","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"18893",34,"technician","single","professional.course","no","yes","yes","telephone","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"20462",34,"technician","single","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"27159",38,"services","married","high.school","no","yes","no","cellular","nov","fri",1,999,1,"failure",93.2,-42,5195.8,"no"
"36482",53,"technician","divorced","university.degree","no","no","no","cellular","jun","wed",1,999,1,"failure",92.963,-40.8,5076.2,"yes"
"9887",33,"admin.","single","university.degree","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"25976",46,"self-employed","divorced","basic.9y","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"5914",37,"blue-collar","married","high.school","no","yes","yes","telephone","may","tue",7,999,0,"nonexistent",93.994,-36.4,5191,"no"
"27031",33,"technician","single","university.degree","no","no","no","telephone","nov","fri",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"15716",50,"blue-collar","married","basic.4y","no","no","yes","cellular","jul","mon",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"8019",42,"admin.","married","high.school","no","no","yes","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"15070",52,"technician","married","professional.course","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"13935",31,"blue-collar","married","basic.6y","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"17699",57,"admin.","married","professional.course","no","yes","no","cellular","jul","tue",7,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"9510",26,"technician","married","basic.6y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"7684",44,"services","married","high.school","no","no","no","telephone","may","fri",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"19412",59,"retired","married","high.school","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"35972",27,"management","single","university.degree","no","yes","no","cellular","may","mon",2,3,1,"success",92.893,-46.2,5099.1,"no"
"8281",41,"services","married","high.school","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"14513",37,"blue-collar","married","basic.6y","no","no","no","cellular","jul","tue",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"20296",45,"entrepreneur","married","university.degree","no","yes","yes","cellular","aug","mon",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"744",44,"technician","single","professional.course","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29944",33,"technician","married","high.school","no","yes","yes","cellular","apr","mon",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"40249",29,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",2,999,1,"failure",94.215,-40.3,4991.6,"no"
"19474",38,"admin.","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"32090",37,"admin.","divorced","high.school","no","no","no","cellular","may","fri",8,999,1,"failure",92.893,-46.2,5099.1,"no"
"17155",60,"retired","married","basic.6y","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"29807",35,"technician","married","university.degree","no","yes","no","cellular","apr","mon",3,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"19724",38,"management","married","university.degree","no","yes","no","telephone","aug","thu",4,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"31210",39,"technician","divorced","professional.course","no","no","no","cellular","may","wed",8,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"26913",32,"services","married","basic.9y","no","yes","no","cellular","nov","thu",4,999,0,"nonexistent",93.2,-42,5195.8,"no"
"25707",32,"services","married","high.school","no","no","yes","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"8111",37,"management","married","university.degree","no","no","yes","telephone","jun","mon",7,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"7863",32,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"28226",32,"technician","single","university.degree","no","no","no","cellular","apr","tue",1,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"28622",40,"blue-collar","single","basic.4y","no","no","no","cellular","apr","wed",2,999,1,"failure",93.075,-47.1,5099.1,"no"
"14397",51,"admin.","married","university.degree","no","no","no","telephone","jul","mon",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"14723",34,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"18939",53,"blue-collar","married","high.school","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"5508",42,"admin.","married","basic.4y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"32269",40,"services","married","basic.4y","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"1325",43,"technician","married","university.degree","no","yes","no","telephone","may","thu",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"35757",49,"retired","married","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"25200",36,"admin.","married","high.school","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"40166",23,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",4,999,1,"failure",94.215,-40.3,4991.6,"yes"
"22017",47,"housemaid","divorced","basic.9y","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"35946",27,"admin.","single","university.degree","no","no","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"39720",80,"retired","married","basic.4y","no","no","no","cellular","may","mon",1,3,3,"success",93.876,-40,5008.7,"yes"
"12339",34,"technician","single","high.school","no","yes","no","telephone","jul","fri",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21295",31,"management","married","university.degree","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"1794",43,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"14899",34,"blue-collar","married","basic.4y","no","no","no","cellular","jul","wed",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"20259",30,"technician","single","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"yes"
"38467",61,"management","married","university.degree","no","no","no","cellular","oct","fri",4,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"22332",47,"services","married","high.school","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"7225",53,"services","married","high.school","no","no","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"22168",48,"services","married","high.school","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"23904",39,"technician","married","university.degree","no","yes","no","cellular","aug","fri",4,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"165",39,"services","divorced","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29945",27,"management","single","university.degree","no","yes","yes","cellular","apr","mon",4,999,1,"failure",93.075,-47.1,5099.1,"no"
"6087",33,"admin.","divorced","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"19089",30,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"22086",30,"technician","married","university.degree","no","yes","yes","cellular","aug","wed",4,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"32554",34,"self-employed","single","university.degree","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"35455",57,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","mon",6,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"33664",55,"blue-collar","divorced","basic.4y","no","no","no","cellular","may","wed",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"30310",37,"admin.","married","high.school","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"35714",41,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","mon",8,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"731",47,"admin.","single","university.degree","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"17468",45,"services","married","high.school","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"18932",39,"technician","single","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"2125",30,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"12401",42,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21453",31,"management","married","university.degree","no","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"32909",27,"admin.","single","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"13475",32,"admin.","divorced","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"39272",53,"technician","married","professional.course","no","yes","yes","cellular","mar","mon",1,999,1,"failure",93.369,-34.8,5008.7,"no"
"7631",36,"blue-collar","married","basic.9y","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"32919",47,"blue-collar","married","high.school","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"12061",58,"services","married","high.school","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"35055",48,"blue-collar","married","basic.9y","no","no","yes","cellular","may","fri",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"18093",36,"unemployed","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"37573",46,"technician","married","professional.course","no","yes","no","cellular","aug","fri",6,999,1,"failure",92.201,-31.4,5076.2,"yes"
"39268",29,"admin.","single","high.school","no","yes","yes","cellular","mar","mon",1,999,0,"nonexistent",93.369,-34.8,5008.7,"yes"
"33392",43,"management","married","basic.6y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"24058",56,"technician","married","high.school","no","no","no","telephone","oct","thu",1,999,0,"nonexistent",93.798,-40.4,5195.8,"yes"
"18315",39,"technician","married","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"28095",45,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"2019",53,"self-employed","married","university.degree","no","no","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"40976",44,"technician","married","high.school","no","yes","yes","cellular","oct","mon",1,999,1,"failure",94.601,-49.5,4963.6,"yes"
"30070",26,"student","single","high.school","no","yes","no","cellular","apr","thu",4,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"6199",34,"blue-collar","single","high.school","no","no","yes","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"34904",35,"blue-collar","divorced","basic.9y","no","no","no","cellular","may","fri",1,999,1,"failure",92.893,-46.2,5099.1,"yes"
"13699",54,"blue-collar","married","high.school","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"6493",60,"technician","divorced","professional.course","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"3518",40,"blue-collar","single","basic.9y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30491",57,"admin.","single","university.degree","no","no","yes","cellular","may","mon",3,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"3089",45,"admin.","married","basic.6y","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"17647",46,"admin.","divorced","professional.course","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"8613",31,"admin.","single","university.degree","no","yes","no","telephone","jun","wed",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"32958",29,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"33853",35,"admin.","single","university.degree","no","no","no","cellular","may","wed",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"11578",27,"services","married","high.school","no","yes","no","telephone","jun","fri",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"33632",55,"management","married","basic.4y","no","yes","yes","cellular","may","wed",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"35256",34,"services","married","high.school","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"40791",37,"admin.","married","high.school","no","yes","no","cellular","sep","thu",1,999,1,"failure",94.199,-37.5,4963.6,"no"
"2718",42,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"36142",24,"admin.","single","university.degree","no","yes","no","cellular","may","wed",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
